Price,MtrsToBeach,SqMtrs,Age,NumStores,DogParkInd,SchoolScores
881100,19976.21957,105,71,0,1,83
1831500,10666.73409,132,27,30,1,84
1617000,19177.53559,150.75,28,16,1,84
2042700,7187.988175,172.5,4.550449313,20,1,78
1880835,374.8216311,188.25,52,46,0,79
1811700,6270.845874,100.5,110,56,1,83
1394250,17391.28473,117,53,35,1,82
1320000,14987.93776,251.25,35,19,1,79
2285250,8234.587252,278.25,8.427662409,26,0,82
1023000,12504.7767,182.25,13,12,0,78
1649670,265.4745096,182.25,38,0,0,77
1623600,133.1245536,157.5,32,0,0,79
1518000,145.1641682,141,28,0,0,82
2640000,18712.29301,122.25,9.736205686,19,1,80
2747580,7917.772735,123,3.4011457,31,1,82
1551000,260.6504178,173.25,26,0,0,81
1788600,430.1903627,144.75,12,56,0,79
4323000,12683.46063,356.25,7.004469687,18,1,78
1016829,5049.241968,172.5,56,0,1,81
1023000,11749.81245,78.75,10,39,1,79
775500,6938.78521,112.5,68,0,0,75
709500,9562.819523,86.25,57,12,1,82
693000,2964.386626,144,56,26,0,80
2409000,495.8401634,274.5,8.798797941,21,0,78
808500,12661.45884,129,34,19,0,80
1782000,360.1606682,157.5,67,32,0,79
986700,10112.33141,180,14,35,0,83
1683000,166.0236138,190.5,24,0,0,79
653400,14695.03814,156,49,27,0,81
3135000,14975.14316,255,3.514266084,27,1,81
990000,14334.41571,165,37,11,1,80
1742400,420.1630138,160.5,53,17,0,84
1673100,419.1491765,288.75,13,57,0,77
2541000,448.0333559,320.25,8.919563929,16,0,84
841500,10540.88433,100.5,40,27,1,80
726000,18556.32346,82.5,37,38,1,81
2279310,486.3767707,215.25,2.802305573,37,0,74
1475100,11573.38896,99,62,0,0,74
2491500,404.0188329,161.25,5.187508296,26,0,85
2310000,258.9255258,185.25,7.199672691,0,0,81
825000,7689.615502,143.25,35,11,0,82
1056000,435.8100617,159.75,12,0,0,82
1864500,115.8354269,168,26,0,0,81
2489190,101.9088225,135,8.265500986,0,0,76
2145000,14408.28161,162,1.80290343,47,1,79
1748630.4,9009.605086,235.5,12,19,1,81
1425600,14335.05408,144,15,28,0,84
775500,9244.717694,78.75,60,32,1,76
3283170,395.4641011,277.125,7.738603323,52,0,73
1613700,13154.53473,293.25,15,51,1,76
2640000,280.9430365,225.75,6.257627117,0,0,76
1221000,6870.466667,102.75,43,0,1,83
1438800,12258.01745,156,36,22,0,78
1303500,10893.77927,168.75,9,26,1,75
1246380.3,7295.297418,159,73,36,0,81
1221000,10928.02965,166.5,12,0,1,81
1699500,7686.131354,108,28,47,0,80
557700,16277.47788,68.25,46,0,0,83
1567500,6306.9225,95.25,94,44,0,83
1386000,10244.94811,186,16,18,0,78
4290000,456.06743,197.25,9.206728195,58,0,81
2712600,428.5732069,180.75,3.950884992,32,0,77
4950000,3168.751695,219.75,7.720264983,11,1,85
1600500,281.9130405,117.75,27,0,0,78
891000,1451.102784,142.5,59,29,0,83
990000,3217.554724,194.25,37,16,0,80
2897400,1121.652295,285.75,1.09731053,18,1,78
1947000,374.7899829,171.75,14,40,0,80
2019270,338.7480709,91.5,7.990953203,27,0,82
792000,14241.69973,82.5,47,24,1,79
1303500,18069.9622,210.75,12,6,0,81
557700,16898.8976,66.75,58,11,1,79
661650,15831.38082,96,52,28,1,82
1016400,13010.94561,174,25,14,1,87
957844.8,12465.80824,129,32,0,0,82
923835,13701.97347,114.75,48,31,0,79
643500,14130.34791,118.5,36,19,0,78
2079000,126.1197981,102,3.986143703,0,0,84
3828000,230.2263124,201,5.409533903,0,0,82
1577400,335.5823249,123,21,23,0,81
2755500,383.9727064,189,4.998270704,33,0,78
2108700,7306.526238,105,0.049918578,53,1,86
2055900,16228.68256,172.5,9.526780143,50,0,81
726000,15277.81921,142.5,56,43,1,78
1735800,18602.41211,150,37,44,0,77
803550,14571.5073,67.5,67,8,0,83
2475000,254.2521817,223.5,7.686008005,0,0,82
1085700,1747.750641,138.75,52,25,0,85
1732500,12257.04448,117.75,95,29,1,83
627000,4972.995892,50.25,67,27,1,76
2549745,16765.9676,199.5,3.3402062,32,1,82
1171500,7370.379544,158.25,26,36,1,77
2145000,15675.73489,147.75,8.133881663,31,0,80
2239050,15677.00324,90.75,1.766050858,55,0,79
2210835,249.4371252,200.25,1.797137095,0,0,80
2805000,10198.27253,225,1.635210328,19,1,81
1887600,3405.599558,165,13,54,1,83
1625085,323.0634616,115.5,31,42,0,81
2682900,7496.955708,156,0.423443145,33,0,79
2343000,173.0066378,133.5,6.522226189,0,0,78
2615250,15759.47015,147,1.647881847,22,0,81
943470,6481.542823,126.75,54,13,0,85
1283700,13849.95687,156,34,39,1,84
2227500,481.0543997,155.25,8.713293502,14,0,81
1161600,17940.08462,57,84,16,1,78
3465000,409.5824913,301.5,3.018298871,58,0,83
2536050,361.254283,271.5,6.212979634,57,0,78
1650000,465.6456076,174.75,54,32,0,82
2260500,13866.06548,109.5,6.876150062,19,1,81
2139967.5,299.39015,168.75,3.750402206,0,0,78
2161500,388.4585043,213.75,4.685617199,56,0,77
2953500,10630.96653,198,8.716080941,59,0,79
643500,3659.961896,98.25,53,14,0,79
1214400,3038.784849,204,26,5,0,84
3290100,474.5208128,257.25,1.025010559,29,0,80
1105500,12668.34492,149.25,38,15,0,79
825000,9187.818786,87.75,31,21,0,77
919050,7304.796092,104.25,30,46,1,83
858000,10194.15218,115.5,42,0,0,81
536250,4243.361352,57,95,23,1,78
788700,12439.29775,96,65,26,1,81
1980000,139.0287533,224.25,11,0,0,77
1155000,3300.336545,132.75,17,5,1,79
2813250,13354.23467,287.25,8.448447939,54,1,79
1600500,340.7598435,215.25,7,32,0,78
986700,9130.848079,114,62,6,0,78
750585,17840.78635,49.5,63,24,0,83
1263900,5745.04923,135,73,0,0,80
2755500,19588.86389,267.75,0.335580267,38,1,74
2508000,2206.621007,228.75,9.235802987,52,1,78
1757250,18344.26709,61.5,91,12,1,81
2095500,2450.80631,270.75,5.863878489,21,0,81
1447050,11230.7551,111.75,103,13,0,76
1800150,253.2856969,117,79,0,0,80
2227500,229.3760183,124.5,6.463658754,0,0,78
1485000,10078.59425,88.5,87,32,1,79
659996.7,2014.432628,72,115,0,1,77
1237500,17351.3002,122.25,27,0,0,82
1980000,494.6844186,169.5,33,19,0,78
965580,2389.935128,114,56,26,0,79
3432000,176.1896108,228.75,4.40046201,0,0,80
2013000,13086.57245,75,1.011916029,56,0,86
1311585,237.495837,198.75,22,0,0,80
1260600,137.5171489,131.25,52,0,0,76
1221000,4757.682846,132.75,49,24,0,82
1716000,5680.729657,132.75,49,56,1,83
858000,10403.26562,57.75,67,16,0,83
2937000,119.2284184,252.75,9.670278521,0,0,78
1135200,11392.2775,159.75,69,15,1,78
676500,13662.40908,78.75,57,15,0,78
1250700,15428.18289,210.225,52,30,0,76
1399992,9829.464235,156,33,13,1,81
1946835,5620.037245,156,33,25,0,81
1920600,367.7624287,159,64,53,0,78
1151700,10008.60151,191.25,26,15,1,84
2171400,12332.71114,96.75,4.863346308,15,1,79
970200,202.0125005,134.25,100,0,0,77
2277000,423.0486598,204,2.456139445,38,0,76
659967,2159.354637,63,46,13,1,81
726000,13178.23441,123.75,56,0,1,76
1452000,7399.389545,156,39,27,0,84
1451967,19043.92517,115.5,1,30,1,81
2689500,111.595976,291,6.364148117,0,0,83
1765500,6843.857139,139.5,20,54,0,84
709500,5289.20324,96,40,22,0,76
1996500,475.014174,240,50,10,0,79
1154670,13914.65485,165,25,7,0,79
1699830,5419.633509,155.55,18,36,1,82
2046000,247.3739872,183.75,2.642279505,0,0,83
2169750,450.9163244,189,2.597549798,56,0,82
825000,8801.350941,164.25,52,0,0,80
1270500,15562.94294,164.25,52,9,1,80
1013100,4611.170713,174,39,28,1,76
950400,5822.649449,102.75,21,19,0,80
747285,3355.286746,129.75,71,8,1,88
1287000,3750.01876,123,48,24,1,87
1155000,15381.60131,97.5,44,39,0,81
1214400,2205.215195,117,46,25,0,85
1547700,334.8343356,84,94,31,0,81
2854500,12165.42325,200.25,0.855665333,46,1,81
1699500,8165.164072,285.75,48,57,1,76
1353000,13215.15003,108,36,34,0,82
693000,15511.21941,90,47,14,0,81
1518000,196.5413838,114,46,0,0,81
796950,14364.73479,187.5,36,11,1,76
1063260,14503.87999,150.75,40,28,0,81
920700,7299.394951,90.75,72,41,0,77
999900,2118.9067,82.5,72,14,1,78
1386000,15241.92033,78.75,65,32,1,78
821700,4098.812462,159,54,20,1,83
973335,5411.837779,93,63,20,0,85
4356000,337.9088522,259.5,7.466834306,24,0,82
1105500,1426.094475,95.25,62,26,1,79
3828000,460.646018,223.5,3.612048079,17,0,79
1716000,1351.428202,93.75,89,46,0,83
1848000,215.8056336,130.5,50,0,0,79
803220,10651.18559,129.75,56,0,1,79
1336500,17852.90006,93,27,43,0,77
1633500,9136.085302,125.25,85,43,1,76
1155000,1867.005051,160.5,23,8,1,82
1216050,8497.079408,189.75,23,35,0,80
326700,273.4476885,72,67,0,0,80
3531000,17337.20334,309.75,8.614043801,40,1,80
1419000,7368.717808,128.25,32,47,0,82
1361250,1887.422261,111.75,52,22,0,83
3696000,5071.167321,356.25,3.714311782,30,0,76
3019500,154.1354465,255,4.67432457,0,0,80
1765500,172.1570801,165.75,21,0,0,78
1287000,13426.92084,123.75,36,7,1,81
1646700,18742.38678,94.5,71,29,1,84
1237500,15722.67941,147,52,28,1,84
1151700,17443.60913,135,20,33,0,76
2095500,315.4958786,145.5,6.830209401,16,0,80
2250600,5642.057285,211.5,0.764614111,19,0,77
1059389.1,19026.19665,211.5,49,12,0,83
495000,248.768185,54,100,0,0,81
1353000,4190.669044,123,46,27,1,78
1484835,12464.44881,117,92,30,0,84
643467,1938.210343,117,102,13,1,76
1567500,19756.10064,143.25,59,39,0,83
1749000,6060.190474,117.75,107,35,0,78
1055835,13537.76566,152.85,4,39,1,85
693000,7015.787838,129,37,10,0,83
1600500,206.3041516,125.25,90,0,0,77
2554200,15166.53976,212.25,9.479457969,59,0,80
1577400,348.1369717,126.75,57,43,0,82
1270500,5886.330648,121.5,91,0,1,81
1963500,257.4055469,177,26,0,0,83
940500,4393.292865,111,55,12,1,77
2385900,8681.829972,202.5,0.857994128,56,1,81
920700,4293.766506,133.5,55,22,0,80
643500,4140.600819,107.25,57,10,0,79
2062500,1361.540933,162,1.212377422,29,1,87
891000,14391.98247,135,36,21,1,78
1844700,423.5859351,144.75,9,25,0,80
1564200,4959.705129,147,39,12,1,80
1001550,11930.73675,144,23,42,1,81
1155000,3221.16898,110.25,66,27,1,75
1212750,8588.822087,223.5,75,43,0,82
1963500,276.510194,223.5,75,0,0,79
1943700,155.8115457,177,34,0,0,80
1930500,364.4406475,134.25,41,35,0,82
1593817.5,299.6949614,159.75,39,0,0,79
1206150,19877.96072,152.25,12,9,1,78
1881000,103.0558707,134.25,43,0,0,84
1105500,9271.88821,169.5,25,29,1,77
2532750,376.7784011,176.25,2.313795539,43,0,82
1275750.3,4991.422126,126.75,1,20,1,79
920700,1485.640469,99,102,17,1,84
2046000,327.7357711,201.75,2.759734194,37,0,78
1343100,10106.4138,210.75,57,10,0,81
1202025,13539.88204,171,21,12,1,78
1316700,5268.882911,215.25,36,8,1,76
2530935,339.0369117,227.25,8.973888098,17,0,83
2343000,16494.02033,220.5,4.517723187,47,0,83
1056000,5757.404407,89.25,86,0,1,82
990000,2488.333489,135,14,21,0,85
867900,3423.773132,118.5,22,19,1,78
1468500,4460.862988,129.75,19,8,1,80
1828200,15776.64964,143.25,58,27,1,74
1105500,17474.47266,75,109,13,0,77
1013100,2829.501595,189,28,26,1,74
1333200,12042.56302,106.5,68,0,1,80
2557500,2626.343214,231,3.641667294,55,0,85
726000,237.996524,79.5,59,0,0,79
1709400,1303.919183,162,32,22,1,80
5280000,3074.165401,304.5,9.20134089,48,1,80
1039500,6682.261125,145.5,36,21,1,78
1889745,15457.4453,168.75,24,47,1,81
1155000,6440.037942,121.5,94,24,0,84
940500,14450.57276,69,115,41,1,81
762300,14012.43204,102.75,20,37,1,85
590700,4736.304768,69,46,15,0,75
805200,8092.515473,102,52,9,0,81
613305,8749.260623,122.25,72,37,1,80
2013000,15809.06907,270.75,1.455574809,15,0,85
1382700,232.7601181,225.75,10,0,0,83
2570700,18746.19082,174,8.545913557,21,1,81
2293500,390.3612459,246.75,6.827640343,38,0,78
1055670,19850.80995,153,17,23,0,83
1085700,4083.629055,144,37,14,1,81
1568245.8,320.1495421,159,27,43,0,78
2105400,15820.55198,162.75,2.895303385,43,1,77
1452000,5993.19108,99.75,31,25,1,80
706200,4989.880818,118.5,73,7,0,78
1980000,3556.428418,268.5,26,12,1,72
3085500,18441.88051,193.5,1.699287177,53,0,79
2079000,3597.010192,144.75,4.327158816,41,1,80
1897500,350.0119342,159,11,20,0,80
1138500,19442.97686,149.25,28,46,1,76
1065900,5696.698361,98.25,48,8,0,76
1402500,9019.837184,200.25,27,0,0,78
1356300,9360.162759,143.25,43,37,1,81
989340,9886.926742,114.75,39,19,1,79
2715900,16301.62202,219,8.298815468,57,1,80
660000,2888.559278,75.75,60,0,1,80
2508000,452.1039438,183.75,6.304491786,31,0,80
1187835,3321.781652,136.5,16,30,0,80
1237500,14367.23258,156.75,32,15,0,81
973500,9385.173311,165,42,44,0,83
825000,11868.9694,168.75,29,25,0,73
1640100,4548.386193,108.75,15,58,1,78
1716000,434.5934499,171,28,28,0,80
1204500,11789.78859,204,16,5,0,84
521400,3551.433101,81.75,75,15,1,77
972510,10374.0996,147.75,48,0,0,80
1451835,1202.892866,208.5,30,0,0,82
2966700,3638.745627,171.75,7.327974043,19,0,84
1765500,478.7337951,174.75,32,53,0,80
1749000,14295.89476,304.5,8,15,1,84
709500,1117.038219,110.25,48,0,1,78
957000,18581.37159,121.5,89,27,1,80
2633400,6804.904303,241.5,2.966969102,45,1,79
2590500,7560.83119,245.25,6.682063851,22,0,79
1428900,7875.652621,162,44,45,1,84
1402500,19862.42517,86.25,93,0,1,75
2158200,215.6665082,168,9.870162366,0,0,81
709500,16961.9333,96,32,14,1,82
2227500,270.0595343,126,8.05297019,0,0,80
2194500,305.6231255,174.75,7.507670524,11,0,81
2755500,15405.19073,227.25,8.157575638,27,1,78
1732500,261.5419703,216,35,0,0,77
2574000,438.6650588,218.25,6.277496859,20,0,83
2785200,13730.57766,231.75,8.705770341,14,1,78
2244000,439.1643804,204,1.603891635,36,0,79
957000,17146.93375,98.25,50,0,1,78
1998150,354.3213543,212.25,26,10,0,82
2516250,155.4394425,236.25,3.764985893,0,0,80
5742000,11157.38943,294.75,5.044259226,57,0,83
2194500,167.9482563,213,1.024577315,0,0,78
1782000,10339.16693,186,96,18,0,71
1237500,3002.018516,144.75,54,25,0,76
1128600,14496.51693,94.5,71,16,1,84
1122000,2209.810753,50.25,47,10,1,83
4125000,194.7368423,294.75,6.477165974,0,0,84
2286900,19979.59101,237,3.636582459,55,0,79
2107050,14971.29644,132.75,5.191746752,56,1,84
2656500,163.2926246,168,1.636367277,0,0,77
825000,11901.5859,74.25,55,13,0,83
1072500,15378.76933,118.5,17,27,1,78
891000,13511.65092,117,21,15,0,79
2904000,18930.04787,198,4.823049151,30,1,81
990000,11394.96146,159,91,25,0,76
957000,12474.47549,90,67,46,1,82
9405000,368.8819457,378,2.30222994,34,0,81
857835,11003.70887,109.5,73,34,0,80
5874000,6115.45798,366.75,9.125009798,28,0,82
989835,12278.32565,118.5,61,25,1,79
1593900,9887.167856,157.5,38,13,1,86
2937000,3875.284117,154.5,7.203368177,31,1,83
2372700,446.5302522,126.75,5.059661162,18,0,73
2590500,267.9040472,252.75,6.771085684,0,0,80
2178000,279.1155651,174.75,7.849550704,0,0,78
871200,5593.842425,136.5,35,12,1,81
1897500,406.0472242,141.75,47,41,0,79
4026000,181.1628651,286.5,1.123252367,0,0,83
1567500,18115.35557,207.75,24,16,1,80
2791140,293.0826265,226.5,5.822755599,0,0,85
1163250,12256.93412,87.75,53,23,0,81
1145100,9393.177428,95.25,60,36,1,81
1848000,188.219833,146.25,23,0,0,81
1065900,5425.520528,167.25,38,11,0,83
1963500,344.0902973,166.5,93,16,0,81
849750,8674.561835,154.5,38,23,1,79
1485000,18501.79345,82.5,98,40,0,81
1353000,7044.726452,85.5,45,18,0,79
2673000,10733.02273,148.5,5.560654053,19,0,86
1072500,3410.979262,78.75,64,0,0,80
924000,2039.135413,94.5,68,14,1,74
851400,12305.98284,126,67,32,1,78
1088835,9820.083154,102,66,46,0,81
2758800,462.4283666,183.75,1.658191539,24,0,77
1204500,15000.98375,169.5,16,10,1,77
367290,17274.81044,79.5,107,6,1,80
2851200,18831.28855,279,1.023914181,41,0,81
2392500,2606.694437,120.75,2.558652526,19,0,82
1815000,10007.70679,251.25,25,24,1,79
429000,5277.985581,59.25,64,7,0,81
2524500,2267.401895,124.5,0.530463883,32,0,78
1450350,8867.569507,153.75,38,39,1,86
884400,14316.72634,93.75,28,27,0,78
3250500,406.9382803,127.5,1.733108319,22,0,78
2479306.5,17521.42537,199.5,2.322939057,26,1,84
924000,358.9707317,101.25,101,0,0,79
1003200,17150.93149,135.75,48,17,0,79
660000,261.2125655,165.75,27,0,0,78
1072500,6089.823692,159,42,0,0,80
2428800,254.9720607,185.25,3.056868743,0,0,80
1407450,6998.586129,202.5,17,29,1,79
759000,351.6566128,144.75,74,0,0,83
1208955,2256.856584,126,104,15,0,76
1204500,175.5846305,104.25,69,0,0,75
1590600,13305.88993,168,36,55,0,77
1138500,13573.90232,148.5,53,9,0,77
2250600,5385.277766,137.25,3.599343887,32,1,85
2169750,12120.85333,73.5,1.761552717,38,1,81
2953500,131.3853772,266.25,0.334704434,0,0,77
1402500,2683.463174,124.5,97,19,0,84
1757250,9046.459107,186.75,39,44,1,80
1782000,312.3970883,174.675,20,23,0,79
1907400,358.6288048,134.25,31,40,0,77
3597000,3629.584443,212.25,2.088503065,21,0,77
1064250,19412.95763,87,47,47,0,81
462000,2530.050503,75,60,15,0,77
1600500,175.855988,190.5,39,0,0,79
1897500,496.7549852,131.25,37,48,0,79
1389300,19055.80938,216.75,15,11,1,80
1171500,13424.23151,140.25,61,12,0,84
1699500,14988.85189,165,29,29,1,75
1019700,2612.587025,97.5,63,0,1,79
2689500,4775.085846,255.75,0.120082782,54,1,76
940500,6869.97418,87,62,13,1,81
2310000,408.9759829,157.5,4.021357906,56,0,80
953700,12256.19754,111.75,21,33,1,78
1511400,183.7446579,246,36,0,0,82
759000,3480.01714,108.75,37,23,0,77
1427250,2030.852195,144.75,54,26,1,80
950400,11912.49279,124.5,37,22,1,85
1168200,19808.29534,94.5,47,9,1,85
394350,15065.67258,87.75,35,49,1,87
2656500,409.5048287,251.25,7.486798661,21,0,81
1435500,10672.35516,106.5,11,45,1,77
858000,11198.11085,162.75,37,13,1,79
1244100,357.1902903,135,65,0,0,76
1986600,18993.4901,150,25,21,0,76
1749000,10590.7986,124.5,74,50,1,82
1732500,217.6140595,115.5,69,0,0,78
825000,14946.4725,87,9,32,0,77
2247300,430.0339351,127.5,4.323661539,49,0,78
2062500,1016.650692,118.5,6.007951433,42,0,77
1480050,19603.54911,156,5,26,1,85
858000,2931.561454,77.25,68,15,0,89
1775400,337.491791,132.75,52,50,0,78
1272150,7540.549777,115.5,54,48,0,82
1413720,9428.946074,198.75,15,0,0,79
1142757,14083.33505,201.75,17,37,1,79
1937100,2566.277608,165.75,16,12,0,78
2145000,250.2499806,193.5,3.193464589,0,0,80
1122000,15014.50316,162,12,10,0,82
1864500,14443.25819,167.25,46,59,1,79
2079000,18861.38493,150,1.891950429,11,0,81
749100,181.289551,96,99,0,0,78
1980000,178.0437038,210.75,37,0,0,77
1783320,11243.49651,126,41,31,0,77
1877700,5573.426347,161.25,20,43,1,82
2425500,298.5907167,211.5,9.147498549,0,0,78
1432200,14650.16821,131.25,28,33,0,85
1910330.4,186.769811,79.5,101,0,0,81
1535902.5,137.941927,182.25,48,0,0,76
925650,10083.53941,199.5,29,16,0,80
1781835,4811.619143,125.25,8,14,0,86
1341219,4482.066712,103.5,47,19,1,74
3795000,15826.46665,312,4.873958677,59,1,81
877800,365.8841906,145.5,26,0,0,86
851400,2493.18878,104.25,19,9,0,79
1557600,6423.118997,165,54,12,0,77
1749000,256.4148599,94.8,12,0,0,80
997530.6,9212.810236,82.125,114,26,1,79
1221000,6499.282504,63.75,99,15,0,81
2062500,314.8225182,132,3.138081424,28,0,73
470250,19518.88558,51.75,98,42,0,76
1102200,3369.474528,105,54,10,1,75
1194600,9246.164054,135.75,17,13,1,81
597300,15127.3402,98.25,73,0,0,81
796950,4531.048775,105,47,0,0,76
808500,12903.12973,176.25,51,0,0,80
750750,2343.005545,86.25,47,7,1,73
523215,263.3209275,128.25,54,0,0,81
1485000,343.2776493,124.5,47,0,0,83
1600500,442.4769593,146.25,48,13,0,79
1164900,12668.03338,133.5,48,28,1,79
1650000,11645.90162,183.75,11,50,1,82
1188000,10427.82436,154.5,88,17,0,81
1179750,9387.302242,115.5,49,42,1,84
1392600,2514.108855,87,55,24,0,87
1204500,6475.641484,108,30,28,0,76
1485000,15033.36259,161.25,49,33,1,81
907674.9,185.520505,79.5,65,0,0,82
6204000,213.8992661,196.5,5.409455705,0,0,79
2392500,6746.831473,122.25,6.344247037,17,0,73
775500,14112.634,138,30,22,1,78
1683000,16491.30106,61.5,66,24,0,79
1616835,6916.672223,61.5,66,17,1,85
1527900,495.1737158,150.75,17,25,0,80
1768800,105.43264,149.25,24,0,0,78
1237500,14982.40574,224.25,12,6,1,78
2079000,15963.10824,190.5,2.160751477,47,0,80
1194600,9801.849151,123,52,34,0,78
1155000,2005.095041,187.5,36,26,0,82
5577000,307.5948177,301.5,9.839541216,36,0,82
841500,18223.69765,112.5,72,43,0,79
887700,117.3050536,119.55,40,0,0,81
1221000,8711.447428,159.75,85,10,0,82
891000,8917.730287,84.75,54,11,1,77
874500,19125.42524,126.75,18,22,1,81
1607100,17747.75948,108,69,14,0,82
2755500,445.5700438,245.25,2.141810076,53,0,81
2805000,13410.83172,326.25,0.532517473,33,1,81
1897500,15628.03288,120.75,33,55,1,79
1105500,9787.41592,71.25,47,31,0,79
1049400,19341.43123,75.75,67,0,1,79
1683000,353.0565194,106.5,35,13,0,80
800250,5474.606249,90,50,22,0,79
1451670,7457.290904,254.25,12,42,0,82
2343000,18094.73743,127.5,6.583743526,48,0,81
7920000,315.2648731,255.75,6.402283751,31,0,85
1435500,299.1254405,152.25,39,0,0,76
2884200,461.5018195,214.5,6.994889874,34,0,84
1270500,2854.934592,126.75,31,0,0,84
363000,19536.74615,57,85,43,0,76
1574100,17140.96836,133.5,39,30,1,75
1650000,2950.280817,116.25,97,20,1,75
2920500,457.3175352,306.75,9.875053947,21,0,83
775500,15133.6665,66,60,40,1,81
693000,13814.20579,99,20,19,1,75
1056000,17389.23803,71.25,105,46,1,79
1339800,11737.04468,104.25,30,0,0,78
1155000,4383.316077,142.5,52,25,0,80
1155000,4108.611215,104.4,37,18,1,79
2376000,2044.024537,250.5,9.928717953,23,0,79
1995510,13366.72155,206.25,34,51,1,86
1131900,464.9742716,105,95,0,0,83
1841400,3695.710401,166.5,33,30,1,85
1201200,9908.436645,90.75,93,8,1,79
1386000,4914.773759,179.25,56,12,1,72
1485000,4505.049822,140.25,55,24,1,82
1293600,18150.84254,70.5,90,40,1,78
330000,7172.738734,84,76,17,0,85
1584000,305.0914274,93.75,10,45,0,71
699600,13724.87387,79.5,60,32,0,81
1187835,5631.52817,213.3,2,13,0,82
1765500,433.0021099,165,36,47,0,76
3234000,371.4333628,259.5,5.50418833,19,0,80
2376000,265.6261632,118.5,6.654199122,0,0,81
1613700,8353.056348,169.5,21,35,1,80
1369500,18188.75917,135,92,34,1,80
2219250,499.5636268,198.75,0.410870828,58,0,79
1163250,2006.470497,75,30,12,1,80
853875,19497.45198,172.5,53,18,0,80
1155000,13106.48584,81,99,0,1,85
501600,10795.30532,67.65,50,30,0,81
1249050,9333.787882,54.75,69,11,1,78
3366000,271.9210978,195,5.157026495,0,0,78
1382700,12184.99524,117.75,59,26,0,84
2953500,5949.43783,215.7,8.235210988,13,0,76
2206050,5530.239151,171.75,9.437706345,28,0,79
1607100,13110.34283,110.25,10,41,0,82
1775400,484.8583862,196.5,23,57,0,81
2963400,1092.662312,201,3.685124875,38,1,73
1039500,16040.21171,151.5,20,39,1,82
2640000,190.3749255,157.5,2.768327286,0,0,79
1703229,5026.894498,113.25,53,36,1,85
5280000,329.6885086,213.75,3.227885081,38,0,85
3960000,7362.518191,321,3.126922364,22,1,86
1172902.5,16519.162,242.85,36,16,1,78
3828000,14677.16013,205.5,1.265013081,48,1,80
2273700,14852.99733,151.5,5.772127695,18,1,75
1650000,5963.841236,114,15,26,0,79
1419000,16932.99798,289.5,60,34,0,78
988350,14315.23978,120,36,40,0,74
1154835,13459.59839,156.75,26,26,0,78
4686000,446.6710965,301.5,4.043372651,44,0,78
3293400,17784.09599,218.25,5.29618744,31,0,79
1085700,15131.12269,67.5,45,0,1,82
1897500,4906.949283,129,34,12,1,81
1748670,317.4456895,227.25,54,58,0,81
4851000,244.4735102,227.25,7.962190507,0,0,80
2392500,6323.073361,164.25,0.086706679,11,1,81
943800,5224.898421,126,28,27,0,82
1105500,8648.030028,90.75,61,29,0,86
1304490,371.4204823,84,60,0,0,81
1683000,14923.6561,238.5,11,25,1,81
669900,15892.30028,69,45,37,0,80
818400,14866.91233,52.5,62,17,1,76
874500,17485.60974,190.5,24,27,1,81
3300000,117.6891686,157.5,2.687002139,0,0,77
3300000,14019.75722,115.5,9.119496583,41,1,83
796620,15370.20311,106.5,25,28,1,77
1022835,130.7282485,108.75,49,0,0,77
970233,16249.07921,116.25,70,0,1,83
1138500,18928.38476,144,31,11,0,83
2062500,7131.480537,144,3.343836267,22,0,85
2178000,7638.107283,188.25,2.717845517,29,1,85
1844700,201.5421174,124.5,12,0,0,81
2857800,1299.771179,299.25,7.844859494,36,1,81
2541000,7172.98651,176.25,2.063407435,42,1,82
857835,5320.164615,101.25,47,8,1,79
8151000,131.4431763,479.25,0.686655238,0,0,80
1303500,8578.735554,119.25,49,37,1,79
912450,12029.90545,105,73,26,0,78
1749000,199.0332218,141,28,0,0,84
2633400,4854.216498,262.5,9.375599464,34,0,74
1254000,18838.90739,102.75,29,8,0,80
1072500,10865.15109,166.5,25,28,1,78
1108800,8811.55808,158.25,26,6,0,81
946770,7475.012434,129,41,31,1,77
1557600,302.6292193,133.5,39,45,0,84
867900,17200.74811,105.75,30,16,0,76
1864500,473.4864078,158.25,50,59,0,84
2524500,3229.49065,202.5,6.551316213,28,0,82
5016000,100,195.75,9.016246193,0,0,86
1336500,10145.67772,124.5,34,44,1,83
3630000,4431.459024,342.75,7.624707643,13,0,84
1831500,5495.367046,282,36,39,1,86
1006500,4856.623208,120.75,9,12,1,78
1608750,282.2978249,264.75,16,0,0,82
318450,13217.5628,63,56,39,1,81
610500,14961.23459,63,56,0,1,85
496815,14778.33921,110.25,70,20,1,78
1118700,3045.343407,185.25,67,27,0,77
2227500,9823.076519,166.5,3.862641701,47,1,84
2029500,18726.5516,129,9.647252446,46,0,80
2763750,8602.283754,202.5,6.031133202,45,1,81
825000,9582.080268,71.25,83,27,1,83
1923900,406.0400364,134.25,26,56,0,78
1646700,7596.807635,120.75,15,10,0,81
1815000,11727.121,171.75,14,13,1,77
1320000,2736.470171,162.75,35,27,0,80
3268320,374.3078463,157.5,0.585294289,41,0,82
1980000,317.0136136,174,41,31,0,78
1072500,2162.134652,84,61,5,1,79
874500,16910.52972,114.75,24,0,0,84
5346000,10508.41381,261.75,2.398293314,46,0,79
1146750,15782.97436,88.5,55,14,1,81
2075700,178.7792321,153.75,4.975785471,0,0,79
