donorId,age,income,pastDonations,numberOfKids,married,zipCode,month,donation
2021,26,2,no,2,1,36238,3,0
2022,77,3,no,0,0,32092,3,8
2023,38,2,no,1,0,35165,3,0
2024,29,2,no,0,0,30266,3,0
2025,28,2,no,0,0,35477,3,0
2026,31,3,no,0,1,32258,3,0
2027,74,2,no,1,1,36737,3,0
2028,46,2,no,0,0,37133,3,0
2029,36,2,no,3,0,34926,3,0
2030,56,1,no,3,1,35726,3,0
2031,31,2,no,0,0,31806,3,0
2032,38,1,no,0,0,30274,3,0
2033,33,2,no,1,1,37302,3,0
2034,49,3,no,3,0,31071,3,0
2035,37,3,no,3,0,32936,3,0
2036,51,3,no,2,1,34082,3,0
2037,46,2,no,1,0,38386,3,0
2038,65,2,no,3,0,30074,3,0
2039,77,2,no,3,0,31227,3,23
2040,70,1,yes,2,0,36600,3,0
2041,41,1,no,0,0,38898,3,0
2042,56,3,no,2,1,34049,3,0
2043,34,3,no,1,1,30164,3,0
2044,58,2,no,1,1,37002,3,0
2045,69,2,no,2,0,32139,3,0
2046,29,1,no,4,0,35301,3,0
2047,64,2,no,2,0,35049,3,0
2048,46,2,no,0,1,32239,3,0
2049,53,2,no,0,0,36060,3,0
2050,59,3,no,2,1,32894,3,0
2051,27,1,no,2,1,32103,3,0
2052,60,1,no,2,1,31935,3,0
2053,62,2,no,0,0,39498,3,0
2054,58,3,no,0,1,36026,3,0
2055,50,2,no,4,1,37890,3,0
2056,77,1,no,3,0,39316,3,8
2057,67,2,no,2,0,35378,3,0
2058,46,2,no,2,0,31209,3,0
2059,47,2,no,2,1,38954,3,0
2060,33,2,no,4,1,30083,3,0
2061,36,1,no,1,0,33682,3,0
2062,31,2,no,3,0,39803,3,0
2063,41,3,no,2,1,34932,3,0
2064,68,2,no,0,0,34071,3,0
2065,44,3,no,0,1,36004,3,0
2066,42,1,no,1,1,30159,3,0
2067,67,3,no,1,0,31373,3,0
2068,38,2,no,1,0,35733,3,0
2069,78,2,no,1,1,32772,3,22
2070,62,2,no,2,0,34689,3,0
2071,42,2,no,0,1,39079,3,0
2072,34,3,no,2,0,33915,3,0
2073,51,1,no,1,0,36703,3,0
2074,40,2,no,0,0,36863,3,0
2075,39,2,no,4,0,34735,3,0
2076,31,3,no,0,0,39493,3,0
2077,39,2,no,2,0,30859,3,0
2078,69,2,no,1,0,30452,3,0
2079,29,2,no,3,1,30074,3,0
2080,42,2,no,1,1,37533,3,0
2081,36,2,no,0,1,36077,3,0
2082,30,2,no,2,0,36797,3,0
2083,35,2,no,4,0,33801,3,0
2084,55,2,no,0,1,38386,3,0
2085,61,1,no,1,1,37228,3,0
2086,58,1,no,1,0,30959,3,0
2087,31,1,no,3,0,35698,3,0
2088,28,2,no,1,1,32456,3,0
2089,44,2,no,2,1,32497,3,0
2090,38,2,no,0,1,32352,3,0
2091,37,2,no,2,0,39698,3,0
2092,63,3,no,0,1,34572,3,0
2093,31,1,no,2,1,34683,3,0
2094,62,2,no,2,1,37368,3,0
2095,68,1,no,3,0,30082,3,0
2096,56,2,no,3,0,30040,3,0
2097,61,2,no,0,1,34804,3,0
2098,47,1,no,3,0,33786,3,0
2099,31,2,no,0,0,30205,3,0
2100,62,2,no,0,1,37734,3,0
2101,39,2,no,1,0,33636,3,0
2102,64,3,no,0,1,39489,3,0
2103,57,2,no,2,1,37674,3,0
2104,68,1,no,0,1,39036,3,0
2105,62,2,no,0,1,39385,3,0
2106,42,2,no,0,1,38893,3,0
2107,76,2,no,4,0,31520,3,25
2108,58,1,no,2,0,36132,3,0
2109,43,3,no,2,1,37355,3,0
2110,25,2,no,0,0,34603,3,0
2111,52,3,no,0,1,37533,3,0
2112,59,3,no,0,1,35949,3,0
2113,75,1,no,1,1,30558,3,11
2114,48,2,no,4,1,36587,3,0
2115,26,1,no,0,0,37564,3,0
2116,26,2,no,2,0,32247,3,0
2117,57,1,no,0,1,38535,3,0
2118,56,2,no,0,1,34550,3,0
2119,55,3,no,0,0,38510,3,0
2120,56,1,no,1,1,34404,3,0
2121,55,3,no,0,0,31144,3,0
2122,53,3,yes,0,1,31001,3,0
2123,41,1,no,1,1,35285,3,0
2124,72,2,no,1,0,30468,3,0
2125,27,1,no,0,0,37431,3,0
2126,73,2,no,2,0,33095,3,28
2127,50,1,no,0,0,33966,3,0
2128,46,2,no,2,1,36554,3,0
2129,54,2,no,2,0,39874,3,0
2130,50,3,no,0,1,35579,3,0
2131,60,2,no,1,1,37986,3,0
2132,30,2,no,3,0,35391,3,0
2133,43,2,no,1,0,35804,3,0
2134,40,3,no,1,1,30556,3,0
2135,38,2,no,0,0,33978,3,0
2136,42,1,no,1,1,38596,3,0
2137,48,2,no,2,0,39971,3,0
2138,49,3,no,1,1,39872,3,0
2139,36,1,no,0,0,34947,3,0
2140,60,2,no,3,0,33353,3,0
2141,42,1,no,0,0,34794,3,0
2142,50,1,no,4,0,39004,3,0
2143,40,1,yes,0,1,38209,3,0
2144,54,2,no,0,0,32361,3,0
2145,75,3,no,0,0,34831,3,11
2146,67,2,no,3,1,32473,3,0
2147,53,2,no,0,0,37010,3,0
2148,70,1,no,0,0,31186,3,0
2149,27,3,no,4,1,31331,3,0
2150,62,2,yes,2,1,38768,3,0
2151,49,3,no,2,1,35547,3,0
2152,38,2,no,1,1,39038,3,0
2153,34,3,no,3,1,33780,3,0
2154,33,1,no,0,0,36288,3,0
2155,61,3,yes,4,1,38179,3,0
2156,34,2,no,3,1,34722,3,0
2157,61,2,no,4,1,32127,3,0
2158,27,3,yes,3,0,35913,3,0
2159,53,3,no,0,0,30251,3,0
2160,29,3,no,4,1,31686,3,0
2161,74,3,no,0,0,39476,3,0
2162,34,1,no,0,0,38879,3,0
2163,41,2,no,0,0,35319,3,0
2164,37,1,no,1,0,34766,3,0
2165,64,2,no,4,0,35192,3,0
2166,30,3,no,4,0,31025,3,0
2167,61,3,no,2,0,36733,3,0
2168,70,1,no,1,1,39255,3,0
2169,37,3,no,0,0,38536,3,0
2170,68,1,yes,0,1,31346,3,0
2171,28,2,yes,3,1,36277,3,0
2172,40,1,no,1,1,38617,3,0
2173,72,2,no,3,1,38536,3,0
2174,59,2,no,1,1,32395,3,0
2175,37,1,no,3,0,36534,3,0
2176,37,3,no,3,1,34791,3,0
2177,41,1,no,0,0,37373,3,0
2178,49,1,no,0,1,32149,3,0
2179,48,2,no,1,0,34523,3,0
2180,43,3,no,0,0,37454,3,0
2181,30,2,no,1,1,39427,3,0
2182,50,1,no,1,1,34064,3,0
2183,74,2,yes,3,1,36997,3,0
2184,34,2,no,0,1,32186,3,0
2185,43,3,no,1,1,39960,3,0
2186,39,2,no,0,0,36720,3,0
2187,40,1,no,1,1,38999,3,0
2188,62,2,no,3,1,31029,3,0
2189,54,2,no,1,1,30654,3,0
2190,33,3,no,0,1,35018,3,0
2191,34,3,no,3,1,38872,3,0
2192,75,2,no,0,1,33462,3,26
2193,42,3,no,2,1,34002,3,0
2194,51,3,no,4,0,30402,3,0
2195,56,2,no,3,1,34677,3,0
2196,27,1,no,0,0,32342,3,0
2197,29,2,no,3,0,32352,3,0
2198,43,3,no,4,0,37881,3,0
2199,40,2,no,1,1,36336,3,0
2200,39,2,no,1,1,36200,3,0
2201,72,2,no,1,1,33224,3,30
2202,42,2,no,2,0,31416,3,0
2203,58,2,no,1,1,37219,3,0
2204,70,2,no,0,1,32054,3,0
2205,38,2,no,3,1,31535,3,0
2206,47,2,no,0,0,33755,3,0
2207,62,2,no,0,0,38402,3,0
2208,77,3,no,1,1,34098,3,8
2209,78,2,no,0,1,30613,3,22
2210,34,2,no,0,0,33884,3,0
2211,49,2,no,4,1,31284,3,0
2212,73,3,no,0,1,32968,3,0
2213,74,2,yes,0,0,39946,3,0
2214,35,3,no,0,0,33645,3,0
2215,73,2,no,1,0,37294,3,28
2216,58,2,no,1,1,30839,3,0
2217,33,2,no,0,1,31829,3,0
2218,36,2,no,2,0,34087,3,0
2219,50,2,no,4,1,36622,3,0
2220,70,2,no,0,1,36320,3,0
2221,61,2,no,1,1,36175,3,0
2222,51,1,no,0,1,39914,3,0
2223,45,3,no,1,0,32273,3,0
2224,38,2,no,0,0,31742,3,0
2225,26,2,no,0,0,33900,3,0
2226,35,3,no,0,0,35987,3,0
2227,49,3,no,1,0,32983,3,0
2228,50,3,no,1,1,39078,3,0
2229,27,2,no,1,0,39865,3,0
2230,73,3,no,2,0,38217,3,13
2231,46,2,no,2,0,36355,3,0
2232,62,2,no,3,1,35093,3,0
2233,42,1,no,2,0,39220,3,0
2234,49,2,no,0,0,32899,3,0
2235,52,1,no,0,1,30616,3,0
2236,42,2,no,3,1,36187,3,0
2237,47,1,no,3,0,32892,3,0
2238,26,1,no,1,1,37786,3,0
2239,51,2,no,0,0,35263,3,0
2240,28,1,no,3,1,39939,3,0
2241,56,3,no,0,1,31786,3,0
2242,39,2,no,2,1,33638,3,0
2243,46,3,no,1,0,32018,3,0
2244,28,1,no,1,0,39371,3,0
2245,47,3,no,0,0,34979,3,0
2246,37,1,no,1,0,31769,3,0
2247,66,2,no,1,0,34008,3,0
2248,26,2,no,0,1,38607,3,0
2249,55,3,no,0,1,32969,3,0
2250,67,2,no,0,0,39081,3,0
2251,53,3,no,1,0,39946,3,0
2252,42,3,no,3,1,30479,3,0
2253,50,2,no,0,1,37283,3,0
2254,42,2,no,0,0,30958,3,0
2255,33,2,no,3,1,34427,3,0
2256,72,3,no,1,0,35433,3,0
2257,30,1,no,2,1,36093,3,0
2258,59,3,no,3,0,32781,3,0
2259,77,3,no,4,0,30035,3,8
2260,49,1,no,4,0,35745,3,0
2261,74,2,no,3,1,38551,3,27
2262,45,2,no,2,1,34710,3,0
2263,38,1,no,4,1,33616,3,0
2264,42,1,no,0,0,34439,3,0
2265,33,2,no,0,0,33085,3,0
2266,47,2,no,1,0,38203,3,0
2267,74,3,no,3,1,39065,3,12
2268,73,3,no,0,1,35359,3,0
2269,51,2,no,3,0,34314,3,0
2270,60,1,no,3,1,34878,3,0
2271,49,3,no,0,1,35256,3,0
2272,43,1,no,1,1,30725,3,0
2273,71,2,no,0,1,35848,3,0
2274,60,2,no,2,1,33821,3,0
2275,25,2,no,3,1,37164,3,0
2276,49,3,no,2,1,32437,3,0
2277,70,2,no,1,0,31441,3,0
2278,79,2,no,3,1,34483,3,21
2279,42,3,yes,1,0,30537,3,0
2280,48,2,no,0,0,38855,3,0
2281,41,3,no,0,1,35022,3,0
2282,30,2,no,3,1,39102,3,0
2283,50,3,no,3,0,33661,3,0
2284,69,1,no,4,1,38499,3,0
2285,58,2,no,1,1,37906,3,0
2286,52,2,no,3,0,31991,3,0
2287,30,1,no,2,1,39553,3,0
2288,51,2,no,0,1,32957,3,0
2289,38,2,no,1,0,30887,3,0
2290,42,3,no,0,1,33778,3,0
2291,62,2,no,0,1,31293,3,0
2292,45,2,no,0,0,35155,3,0
2293,31,3,no,3,0,36318,3,0
2294,76,2,no,1,1,36236,3,24
2295,74,3,no,1,1,33917,3,12
2296,68,2,no,0,1,38982,3,0
2297,44,3,yes,2,1,30380,3,0
2298,36,2,no,0,0,38278,3,0
2299,51,2,no,1,1,39324,3,0
2300,65,1,no,2,1,36472,3,0
2301,71,2,no,0,1,32560,3,0
2302,43,3,no,0,0,36302,3,0
2303,33,2,no,1,0,32633,3,0
2304,39,2,no,1,1,37706,3,0
2305,59,3,no,0,0,35444,3,0
2306,28,3,no,0,1,33615,3,0
2307,33,2,no,1,1,30204,3,0
2308,26,2,no,3,0,37467,3,0
2309,42,3,no,1,0,31441,3,0
2310,33,1,no,3,1,35312,3,0
2311,48,2,no,2,1,31611,3,0
2312,81,2,no,0,1,37558,3,20
2313,60,2,no,1,1,38987,3,0
2314,30,2,no,0,1,31009,3,0
2315,45,1,no,0,0,37514,3,0
2316,44,3,no,1,1,32374,3,0
2317,39,1,no,4,0,33488,3,0
2318,25,1,yes,4,1,32625,3,0
2319,53,1,no,4,1,33628,3,0
2320,80,2,no,2,0,30263,3,21
2321,55,2,no,0,1,38560,3,0
2322,43,2,no,0,0,36115,3,0
2323,74,3,no,1,1,31159,3,0
2324,70,3,no,0,1,30471,3,0
2325,42,2,no,3,1,34863,3,0
2326,77,2,no,0,0,39430,3,23
2327,67,2,no,0,1,36742,3,0
2328,37,2,no,1,1,38701,3,0
2329,76,3,no,1,0,30345,3,9
2330,32,2,no,0,0,34405,3,0
2331,44,2,no,3,0,37273,3,0
2332,59,2,no,2,0,35424,3,0
2333,50,1,no,0,1,39103,3,0
2334,48,2,no,1,1,33499,3,0
2335,29,1,no,2,0,32167,3,0
2336,53,2,no,3,0,36876,3,0
2337,55,2,no,0,1,31022,3,0
2338,30,1,no,1,0,37204,3,0
2339,67,2,no,1,0,34413,3,0
2340,44,2,no,4,0,31821,3,0
2341,42,1,no,1,1,30787,3,0
2342,68,1,no,1,0,35626,3,0
2343,77,2,no,3,0,37372,3,23
2344,44,2,no,2,1,35381,3,0
2345,47,3,no,0,1,33935,3,0
2346,49,3,no,0,0,32804,3,0
2347,28,2,no,3,1,38025,3,0
2348,50,3,no,0,1,34069,3,0
2349,41,2,no,1,0,38745,3,0
2350,25,1,no,1,0,31513,3,0
2351,27,3,no,2,1,37816,3,0
2352,33,1,no,0,1,33331,3,0
2353,60,3,no,1,0,37616,3,0
2354,69,2,no,0,0,38514,3,0
2355,38,2,no,0,1,37757,3,0
2356,63,2,no,1,1,36425,3,0
2357,74,2,no,3,1,35215,3,0
2358,34,2,no,1,0,31594,3,0
2359,63,1,no,1,0,31837,3,0
2360,71,2,no,1,1,30172,3,0
2361,51,2,no,0,1,36912,3,0
2362,31,3,no,3,0,33423,3,0
2363,39,2,no,3,1,37104,3,0
2364,78,2,no,1,1,38495,3,22
2365,54,3,no,3,1,34978,3,0
2366,41,1,no,0,0,30738,3,0
2367,39,1,no,0,1,33741,3,0
2368,57,2,no,0,0,34364,3,0
2369,54,1,no,0,1,35546,3,0
2370,29,2,no,0,1,39282,3,0
2371,62,2,no,1,0,32505,3,0
2372,39,2,no,1,1,39626,3,0
2373,79,2,yes,0,1,34603,3,17
2374,27,3,no,1,1,34624,3,0
2375,55,1,no,0,1,39767,3,0
2376,39,2,no,2,1,38581,3,0
2377,36,2,no,0,1,31090,3,0
2378,46,1,yes,1,0,36887,3,0
2379,32,3,no,1,1,31790,3,0
2380,50,3,no,1,0,32302,3,0
2381,55,2,no,2,0,39151,3,0
2382,70,2,no,1,1,37461,3,0
2383,74,1,no,1,0,36061,3,0
2384,62,1,no,0,1,32918,3,0
2385,50,3,no,0,0,34865,3,0
2386,80,3,yes,4,0,31359,3,1
2387,66,1,no,3,0,39803,3,0
2388,28,2,no,1,1,33087,3,0
2389,72,2,no,2,1,37600,3,0
2390,67,1,no,1,0,30952,3,0
2391,30,1,no,0,0,38094,3,0
2392,26,1,no,2,0,32663,3,0
2393,65,3,no,3,1,30196,3,0
2394,71,1,no,3,1,36222,3,0
2395,38,3,no,1,1,37201,3,0
2396,81,2,no,1,1,39500,3,20
2397,28,1,no,0,1,39481,3,0
2398,47,3,no,2,1,38090,3,0
2399,40,2,no,1,0,36982,3,0
2400,66,1,yes,1,0,37947,3,0
2401,70,1,no,2,1,37711,3,0
2402,27,2,no,0,1,33019,3,0
2403,75,2,no,3,1,30003,3,26
2404,58,2,no,1,0,35993,3,0
2405,62,2,no,2,0,31681,3,0
2406,55,1,no,4,1,33779,3,0
2407,27,2,no,3,0,30236,3,0
2408,34,2,no,1,0,39867,3,0
2409,34,3,no,0,0,37266,3,0
2410,50,2,no,1,0,39468,3,0
2411,66,2,no,4,0,37944,3,0
2412,65,1,no,2,1,30214,3,0
2413,57,1,no,2,1,38289,3,0
2414,44,2,no,0,0,36399,3,0
2415,29,2,no,0,1,32024,3,0
2416,49,3,yes,4,0,39908,3,0
2417,66,2,no,0,0,39757,3,0
2418,40,3,no,1,1,31455,3,0
2419,73,1,no,3,1,35201,3,0
2420,28,1,yes,1,0,37687,3,0
2421,56,2,no,4,1,38102,3,0
2422,53,2,no,3,1,38388,3,0
2423,41,3,no,1,1,39367,3,0
2424,41,1,no,1,1,37449,3,0
2425,47,3,yes,1,0,39543,3,0
2426,27,1,no,3,1,33262,3,0
2427,68,3,no,3,0,31614,3,0
2428,52,2,yes,3,1,36975,3,0
2429,66,3,no,1,0,38031,3,0
2430,72,2,no,3,1,37055,3,0
2431,58,2,no,1,1,32835,3,0
2432,66,2,no,0,0,32969,3,0
2433,37,3,no,0,0,37160,3,0
2434,39,1,no,1,1,35918,3,0
2435,40,2,no,3,1,35269,3,0
2436,28,3,no,1,1,38520,3,0
2437,72,1,no,0,0,38485,3,0
2438,25,2,no,4,0,37404,3,0
2439,48,2,no,3,1,30583,3,0
2440,62,1,no,3,0,38478,3,0
2441,61,2,no,1,0,31138,3,0
2442,71,2,no,2,0,32045,3,0
2443,69,2,no,2,0,32628,3,0
2444,45,1,no,3,0,39065,3,0
2445,29,2,no,0,0,31908,3,0
2446,53,3,no,1,0,37502,3,0
2447,42,3,no,1,1,37544,3,0
2448,42,1,yes,0,1,34342,3,0
2449,79,1,no,1,0,38656,3,7
2450,80,3,no,4,1,30197,3,6
2451,46,1,no,1,1,31556,3,0
2452,66,2,no,1,1,38392,3,0
2453,55,2,no,0,0,34039,3,0
2454,27,1,no,0,1,38642,3,0
2455,59,1,no,1,1,36774,3,0
2456,49,3,no,4,1,36979,3,0
2457,48,1,no,0,0,37687,3,0
2458,68,2,no,0,0,34476,3,0
2459,39,1,no,0,1,37602,3,0
2460,37,2,no,0,0,34634,3,0
2461,27,1,no,4,1,34415,3,0
2462,81,2,no,1,0,39178,3,20
2463,51,2,no,0,0,32073,3,0
2464,47,1,no,2,0,35898,3,0
2465,50,1,no,2,1,39584,3,0
2466,32,2,no,4,0,35274,3,0
2467,37,3,no,0,0,39549,3,0
2468,50,1,no,2,0,33299,3,0
2469,54,2,no,2,0,30649,3,0
2470,28,3,no,0,1,36983,3,0
2471,28,1,no,2,1,37992,3,0
2472,57,1,no,2,0,36324,3,0
2473,26,3,no,3,1,30868,3,0
2474,79,2,no,1,0,37982,3,22
2475,41,3,no,2,0,33044,3,0
2476,43,1,no,3,0,34594,3,0
2477,45,1,no,0,1,34294,3,0
2478,73,2,no,2,1,31102,3,0
2479,40,2,no,0,1,34012,3,0
2480,48,3,no,4,1,38941,3,0
2481,68,1,no,3,1,34503,3,0
2482,75,2,no,3,1,30655,3,26
2483,37,2,no,0,0,36125,3,0
2484,51,2,no,1,1,39633,3,0
2485,78,3,no,0,0,34493,3,8
2486,49,2,no,0,0,31601,3,0
2487,55,2,no,2,0,32684,3,0
2488,51,2,yes,2,0,38850,3,0
2489,38,2,no,1,0,35258,3,0
2490,61,2,yes,2,0,30629,3,0
2491,70,1,no,1,0,32870,3,0
2492,32,2,no,2,0,31435,3,0
2493,78,2,no,2,0,32476,3,22
2494,58,2,no,0,0,37908,3,0
2495,30,1,no,1,1,37050,3,0
2496,42,2,no,0,0,37941,3,0
2497,76,2,no,1,1,32077,3,25
2498,67,2,no,0,1,34549,3,0
2499,64,2,no,0,1,35418,3,0
2500,51,2,no,3,1,39038,3,0
2501,28,2,no,1,1,37151,3,0
2502,29,2,no,1,1,38907,3,0
2503,74,2,no,3,1,32637,3,0
2504,47,3,no,2,1,36667,3,0
2505,59,3,no,2,1,35191,3,0
2506,60,1,no,1,0,36589,3,0
2507,62,2,no,0,0,32647,3,0
2508,55,1,no,1,1,36563,3,0
2509,53,2,no,3,0,33670,3,0
2510,67,3,no,0,1,34992,3,0
2511,64,1,no,1,0,36604,3,0
2512,49,3,no,1,1,35623,3,0
2513,52,3,no,3,1,34564,3,0
2514,28,2,no,0,1,34125,3,0
2515,46,2,no,2,1,39432,3,0
2516,40,1,no,0,0,37643,3,0
2517,40,1,no,3,1,34590,3,0
2518,51,2,no,2,0,39514,3,0
2519,37,3,no,2,1,39835,3,0
2520,43,1,no,2,0,33761,3,0
2521,37,2,no,3,0,30306,3,0
2522,62,3,no,2,1,33152,3,0
2523,63,1,no,1,0,34614,3,0
2524,64,2,no,2,1,39874,3,0
2525,40,2,no,0,0,35996,3,0
2526,59,2,no,2,1,33690,3,0
2527,81,2,no,2,0,31750,3,20
2528,26,2,no,1,0,33736,3,0
2529,38,1,no,0,1,38479,3,0
2530,31,3,no,1,0,37580,3,0
2531,74,3,no,1,0,34876,3,12
2532,62,2,no,3,0,37677,3,0
2533,65,2,no,1,0,33075,3,0
2534,34,1,no,1,1,36135,3,0
2535,39,2,no,1,0,35836,3,0
2536,40,3,no,0,0,34795,3,0
2537,29,1,no,0,1,36095,3,0
2538,42,3,no,2,1,33323,3,0
2539,47,3,no,1,1,38498,3,0
2540,77,3,no,0,1,30131,3,8
2541,64,3,no,3,0,30701,3,0
2542,70,2,no,1,0,34453,3,0
2543,35,2,no,0,1,39960,3,0
2544,57,2,no,3,1,39685,3,0
2545,30,3,no,1,1,30462,3,0
2546,29,2,no,0,0,33206,3,0
2547,52,1,no,1,1,35762,3,0
2548,68,2,no,2,0,38766,3,0
2549,43,2,no,1,1,32938,3,0
2550,37,1,no,0,0,33013,3,0
2551,37,3,no,4,1,39530,3,0
2552,58,2,no,0,0,32392,3,0
2553,54,2,no,1,1,31775,3,0
2554,62,1,no,0,1,39288,3,0
2555,66,3,no,2,1,31799,3,0
2556,29,2,no,0,0,38659,3,0
2557,69,3,no,2,0,30627,3,0
2558,74,2,no,3,1,31897,3,27
2559,35,1,no,0,1,36199,3,0
2560,44,2,no,3,0,34460,3,0
2561,52,2,no,0,1,38975,3,0
2562,60,1,no,0,1,39117,3,0
2563,69,2,no,0,1,36652,3,0
2564,27,2,no,0,1,35698,3,0
2565,49,3,no,1,1,39547,3,0
2566,34,2,no,0,1,33327,3,0
2567,50,2,no,4,1,38410,3,0
2568,38,3,no,1,0,38015,3,0
2569,66,2,no,0,1,35770,3,0
2570,38,1,no,3,1,31629,3,0
2571,58,2,no,2,1,31026,3,0
2572,37,3,no,0,1,37704,3,0
2573,81,1,no,1,1,33886,3,5
2574,62,1,no,3,1,31256,3,0
2575,81,2,no,3,1,33360,3,20
2576,42,2,no,3,1,33409,3,0
2577,37,2,no,0,1,37185,3,0
2578,35,1,no,4,0,38077,3,0
2579,77,1,no,0,1,36736,3,8
2580,26,3,no,3,0,35813,3,0
2581,69,3,no,2,1,34314,3,0
2582,29,1,no,0,1,36729,3,0
2583,25,2,no,0,1,37375,3,0
2584,28,3,no,0,1,30265,3,0
2585,68,2,no,3,1,37715,3,0
2586,69,2,no,0,0,38577,3,0
2587,54,2,no,2,1,31756,3,0
2588,33,3,no,2,0,33293,3,0
2589,57,2,no,0,0,30147,3,0
2590,62,2,no,1,0,39815,3,0
2591,73,2,no,4,0,32735,3,0
2592,59,2,no,1,1,35952,3,0
2593,61,1,no,2,1,33677,3,0
2594,75,3,no,1,1,39006,3,11
2595,42,2,no,4,1,34387,3,0
2596,61,2,no,2,1,39021,3,0
2597,26,3,no,0,1,33842,3,0
2598,45,2,no,0,0,31345,3,0
2599,32,3,no,2,0,33380,3,0
2600,43,1,no,4,0,30591,3,0
2601,56,3,yes,1,0,32747,3,0
2602,44,3,yes,3,1,39775,3,0
2603,59,2,no,0,0,34597,3,0
2604,36,2,no,0,0,30102,3,0
2605,37,2,no,0,0,37411,3,0
2606,40,2,no,2,1,39374,3,0
2607,33,3,no,0,1,31901,3,0
2608,30,2,no,0,1,30740,3,0
2609,59,2,no,1,0,36876,3,0
2610,78,1,no,0,1,30028,3,7
2611,63,2,no,0,0,30162,3,0
2612,25,1,no,1,1,37620,3,0
2613,41,3,no,0,0,30521,3,0
2614,36,1,no,2,1,36824,3,0
2615,52,2,yes,0,0,38975,3,0
2616,74,2,no,2,1,34206,3,27
2617,59,2,no,1,0,39672,3,0
2618,38,3,no,0,0,35405,3,0
2619,63,2,no,0,1,33288,3,0
2620,54,3,no,0,1,37128,3,0
2621,76,3,no,0,1,30409,3,9
2622,63,2,no,4,1,33928,3,0
2623,74,1,no,0,0,32209,3,0
2624,37,2,no,0,1,31641,3,0
2625,65,3,no,1,1,38991,3,0
2626,71,3,no,2,1,38157,3,0
2627,32,2,no,0,0,31880,3,0
2628,43,1,no,1,0,32013,3,0
2629,29,2,no,1,0,35295,3,0
2630,30,1,yes,0,1,35042,3,0
2631,28,1,no,2,1,37739,3,0
2632,69,2,no,3,1,36077,3,0
2633,39,2,no,0,1,33965,3,0
2634,71,3,no,3,0,37320,3,0
2635,32,3,no,0,1,39444,3,0
2636,65,3,no,2,1,30363,3,0
2637,80,3,no,0,1,32423,3,6
2638,65,2,no,1,1,34209,3,0
2639,69,3,no,2,0,30116,3,0
2640,27,2,no,0,0,37453,3,0
2641,40,2,no,1,0,36503,3,0
2642,54,1,no,3,0,39266,3,0
2643,64,2,no,3,1,33601,3,0
2644,54,2,no,0,1,32585,3,0
2645,44,1,no,1,0,38952,3,0
2646,30,1,no,1,0,35383,3,0
2647,49,2,no,2,0,38135,3,0
2648,64,1,no,3,0,34383,3,0
2649,36,2,no,0,0,35801,3,0
2650,62,3,no,1,0,35001,3,0
2651,78,2,no,3,1,34017,3,22
2652,61,3,no,1,1,37223,3,0
2653,61,2,no,2,1,36538,3,0
2654,43,3,no,0,0,32584,3,0
2655,48,2,no,2,1,39825,3,0
2656,52,1,no,1,1,37139,3,0
2657,52,3,no,1,1,35204,3,0
2658,27,3,no,1,0,32882,3,0
2659,49,3,no,2,1,37608,3,0
2660,55,2,no,2,0,34484,3,0
2661,54,1,yes,0,1,37227,3,0
2662,35,1,no,2,1,37078,3,0
2663,70,2,no,4,1,38549,3,0
2664,65,2,no,0,0,33430,3,0
2665,49,2,no,2,0,32724,3,0
2666,36,2,no,4,0,39990,3,0
2667,66,2,no,1,1,31420,3,0
2668,44,3,no,0,0,34087,3,0
2669,53,1,no,1,1,31954,3,0
2670,60,3,no,3,1,31796,3,0
2671,40,3,no,2,0,34807,3,0
2672,49,1,no,2,0,33960,3,0
2673,70,2,no,2,0,39319,3,0
2674,38,2,yes,2,0,30706,3,0
2675,48,3,no,0,0,35262,3,0
2676,37,2,yes,0,1,31804,3,0
2677,42,2,no,4,1,35016,3,0
2678,44,1,yes,1,0,31500,3,0
2679,52,2,no,1,0,33948,3,0
2680,41,2,no,0,1,35333,3,0
2681,28,1,no,0,1,39948,3,0
2682,36,1,yes,1,1,35673,3,0
2683,68,3,no,3,1,36659,3,0
2684,46,2,no,0,1,38923,3,0
2685,30,1,no,2,0,32966,3,0
2686,38,2,no,0,1,35622,3,0
2687,70,2,no,2,0,30494,3,0
2688,37,2,no,3,0,32683,3,0
2689,75,1,no,0,1,38710,3,0
2690,72,2,no,4,1,39443,3,0
2691,71,1,no,1,1,36689,3,0
2692,54,2,no,1,1,37315,3,0
2693,71,2,no,3,0,37441,3,0
2694,39,2,no,2,0,38104,3,0
2695,77,2,no,1,0,38245,3,23
2696,25,2,no,3,0,37243,3,0
2697,30,3,no,0,0,37299,3,0
2698,34,2,no,3,0,33457,3,0
2699,76,2,no,1,1,33007,3,24
2700,35,3,no,1,1,31182,3,0
2701,52,3,no,2,1,34985,3,0
2702,50,1,no,3,1,37635,3,0
2703,59,2,no,1,1,34144,3,0
2704,71,2,no,3,1,37717,3,0
2705,57,1,no,0,0,38269,3,0
2706,34,3,no,0,0,35372,3,0
2707,53,3,no,1,1,30731,3,0
2708,45,1,no,0,0,36209,3,0
2709,43,2,no,0,1,37909,3,0
2710,43,2,no,2,1,35463,3,0
2711,66,2,no,2,0,38645,3,0
2712,38,2,no,2,0,30686,3,0
2713,41,1,no,1,0,38434,3,0
2714,26,2,no,0,1,31252,3,0
2715,27,2,no,0,1,37653,3,0
2716,51,2,no,1,1,32248,3,0
